Rank,Musica,Artista,Letra
51,Lemonade,Internet Money Gunna," 
Xanny bars, suicide door, brand new bag
College girls give a nigga head in my Rafs
Rockstar life, so much money it'll make you laugh, hey
These bitches, they hate, and you can't miss what you never had, hey, hey

Off the juice (Juice), codeine got me trippin' (Juice)
Copped the coupe (Coupe), woke up, roof is missin' (Yeah)
Ice (Ice), lemonade, my neck was drippin'
Ice (Ice), lemonade, my neck was drippin'

Addy boys, got some sixties in my bag (Addy)
Lips sealed, I ain't pillow talkin', I'm no rat (No)
In my earlobe, got two karats, VVS (Bling)
Got a penthouse near Rodeo off of stress (Stress)
All this money, when I grew up, I had nothing (Nothing)
Filled with backstabbers, my old life was disgusting (Disgusting)
Can't believe it, gotta thank God that I'm livin' comfortably (Thank God)
Gettin' checks, I don't believe her, she say she done with me
Burned some bridges and I let the fire light the way (Oh-woah)
Kickin' my feet up, left the PJs on a PJ (A PJ)
Yeah, I'm a big dawg, and I walk around with no leash (Oh-oh)
I got water on me, yeah, everything on Fiji

Xanny bars, suicide door, brand new bag
College girls give a nigga head in my Rafs
Rockstar life, so much money it'll make you laugh, hey
These bitches, they hate, and you can't miss what you never had, hey, hey

Off the juice (Juice), codeine got me trippin' (Juice)
Copped the coupe (Coupe), woke up, roof is missin' (Yeah)
Ice (Ice), lemonade, my neck was drippin'
Ice (Ice), lemonade, my neck was drippin' (Hey, hey)

I'm a rockstar, play guitars (Yeah), sippin' Wock', hey (Hey)
Adderall, fentanyl, Xanax bars, ayy (Hey)
I was fifteen, I was sippin' codeine with my dawg, ayy (Codeine)
Did a Percocet, Promethazine, I feel nausey (Promethazine)
Put up a stick and I hop on a plane
Still in my war ways (War ways)
Shit is so risky, I gotta be gifted
He blessed me with fortune and fame (Fortune and fame, nice)
I remember from fifty, I couldn't go back empty
I knew I was stuck to the game (Stuck)
I'm loyal and I'll never change
I'm never gon' go against the grain (Go against the grain)
I'm never gon' be the one to turn on my brother
When police has got us detained (Nah)
I won't ever love a bitch more than my mother
And that's on my government name (Nah)
I can't be no sucker, ain't hatin' on no one
I wish everybody get paid (Paid)
'Cause we countin' up every day (Every day)
Gettin' high 'til I land in the grave
Xanny bars, suicide door, brand new bag
College girls give a nigga head in my Rafs
Rockstar life, so much money it'll make you laugh, hey
These bitches, they hate, and you can't miss what you never had, hey, hey

Off the juice (Juice), codeine got me trippin' (Juice)
Copped the coupe (Coupe), woke up, roof is missin'
Ice (Ice), lemonade, my neck was drippin'
Ice (Ice), lemonade, my neck was drippin'

Yeah, yeah, yeah "
52,Good Days,SZA," 
Good day in my mind, safe to take a step out
Get some air now, let yo edge out
Too soon, I spoke
You be heavy in my mind, can you get the heck out?
I need rest now, got me bummed out
You so, you so, you
Baby, baby, babe
I've been on my empty mind shit

I try to keep from losin' the rest of me
I worry that I wasted the best of me on you, babe
You don't care
Said, ""Not tryna be a nuisance, this is urgent""
Tryna make sense of loose change
Got me a war in my mind
Gotta let go of weight, can't keep what's holdin' me
Choose to watch while the world break up in front of me

All the while, I'll await my armored fate with a smile
Still wanna try, still believe in
Good days, good days, always
Always inside (Always in my mind, always in my mind, mind)
Good day living in my mind

Tell me I'm not my fears, my limitations
I disappear if you let me
Feelin' like, yeah (On your own)
Feelin' like Jericho
Feelin' like Job when he lost his shit
Gotta hold my own, my cross to bear alone, I
Ooh, played and dipped, way to kill the mood
Know you like that shit
Can't groove it, ba-baby
Heavy on my empty mind shit

I gotta keep from losin' the rest of me (Rest of me)
Still worry that I wasted the best of me on you, babe
You don't care
Said, ""Not tryna be a nuisance, this is urgent"" (It's urgent)
Tryna make sense of loose change
Got me a war in my mind (My mind)
Gotta let go of weight, can't keep what's holdin' me
Choose to watch while the world break up in front of me

All the while, I'll await my armored fate with a smile
Still wanna try, still believe in
Good days, good days, always (Good days on my mind, good days on my mind)
Sunny inside (Always in my mind, always in my mind, mind)
Good day living in my mind
Gotta get right
Tryna free my mind before the end of the world
I don't miss no ex, I don't miss no text
I choose not to respond
I don't regret, just pretend shit never happened
Half of us layin' waste to our youth, it's in the present
(Na-na, na-na, na-na, na)
Half of us chasin' fountains of youth and it's in the present now

Always in my mind, always in my mind, mind
You've been making me feel like I'm
Always in my mind, always in my mind, mind "
53,Starting Over,Chris Stapleton," 
Well, the road rolls out like a welcome mat
To a better place than the one we're at
And I ain't got no kinda plan
But I've had all of this town I can stand

And I got friends out on the coast
We can jump in the water and see what floats
We've been savin' for a rainy day
Let's beat the storm and be on our way

And it don't matter to me
Wherever we are is where I wanna be
And, honey, for once in our life
Let's take our chances and roll the dice

I can be your lucky penny
You can be my four-leaf clover
Startin' over

This might not be an easy time
There's rivers to cross and hills to climb
Some days, we might fall apart
And some nights might feel cold and dark

But nobody wins afraid of losin'
And the hard roads are the ones worth choosin'
Someday, we'll look back and smile
And know it was worth every mile

And it don't matter to me
Wherever we are is where I wanna be
And, honey, for once in our life
Let's take our chances and roll the dice

I can be your lucky penny
You can be my four-leaf clover
Startin' over
Startin' over


It don't matter to me
Wherever we are is where I wanna be
And, honey, for once in our life
Let's take our chances and roll the dice
I can be your lucky penny
You can be my four-leaf clover
Startin' over
Startin' over

Oooh, ooh-hoo-hoo
Oooh, ooh-hoo-hoo "
54,Body,Megan Thee Stallion," 
Real hot girl shit
Ah
And if the beat live, you know Lil Ju made it

Body-ody-ody-ody-ody-ody-ody-ody
Ody-ody-ody-ody-ody-ody-ody (Mwah)
Body-ody-ody-ody-ody-ody-ody-ody
Ody-ody-ody-ody-ody-ody-ody
Body crazy, curvy, wavy, big titties, lil' waist (Yeah, yeah, yeah)
Body crazy, curvy, wavy, big titties, lil' waist (Mwah)
Body-ody-ody-ody-ody-ody-ody-ody
Ody-ody-ody-ody-ody-ody-ody

Look at how I bodied that, ate it up and gave it back (Ugh)
Yeah, you look good, but they still wanna know where Megan at (Where Megan at?)
Saucy like a barbecue but you won't get your baby back
See me in that dress and he feel like he almost tasted that (Ah, ah, ah)
Num, num, num, num, eat it up, foreplay, okay, three, two, one
You know I'm the hottest, you ain't ever gotta heat me up
I'm present whеn I'm absent, speakin' when I'm not thеre
All them bitches scary cats, I call 'em Carole Baskins, ah

Body-ody-ody-ody-ody-ody-ody-ody
Ody-ody-ody-ody-ody-ody-ody (Ah)
Body-ody-ody-ody-ody-ody-ody-ody
Ody-ody-ody-ody-ody-ody-ody (Baow)
Body crazy, curvy, wavy, big titties, lil' waist (Yeah, yeah)
Body crazy, curvy, wavy, big titties, lil' waist (Yeah, yeah)
Body-ody-ody-ody-ody-ody-ody-ody
Ody-ody-ody-ody-ody-ody-ody

I'm a hot ebony, they gon' click it if it's me (If it's me)
All my pictures been gettin' these niggas through the quarantine (Yeah)
Bitch, I'm very well, on my shit as you could tell
Any ho got beef from years ago is beefing by herself, ah, ah
If we took a trip on the real creep tip (Yeah)
Bitch, rule number one is don't repeat that shit (Don't repeat that shit)
Rule number two, if they all came with you
They better know exactly what the fuck they came to do (Yeah, yeah, yeah, woah, woah)

Body-ody-ody-ody-ody-ody-ody-ody
Ody-ody-ody-ody-ody-ody-ody (Yeah)
Body-ody-ody-ody-ody-ody-ody-ody
Ody-ody-ody-ody-ody-ody-ody (Ah)
Body crazy, curvy, wavy, big titties, lil' waist (Yeah, yeah)
Body crazy, curvy, wavy, big titties, lil' waist (Yeah, yeah)
Body-ody-ody-ody-ody-ody-ody-ody
Ody-ody-ody-ody-ody-ody-ody (Ah, ah, ah)

The category is body, look at the way it's sittin' (Yeah)
That ratio so out of control, that waist, that ass, them titties (That waist, that ass, them titties)
If I wasn't me and I would've seen myself, I would have bought me a drink (Hey)
Took me home, did me long, ate it with the panties on (Ugh, ugh, ugh)
I could build a house with all the brick I got (Yeah)
Bitches spend a lifetime tryna get this hot (Tryna get this hot)
And if her head too big, I could make that pop
I'm not the one to play with like a touch-me-not, ah
Body-ody-ody-ody-ody-ody-ody-ody
Ody-ody-ody-ody-ody-ody-ody (Ah)
Body-ody-ody-ody-ody-ody-ody-ody
Ody-ody-ody-ody-ody-ody-ody (Ah)
Body crazy, curvy, wavy, big titties, lil' waist (Yeah, yeah, woah)
Body crazy, curvy, wavy, big titties, lil' waist (Woah, woah)
Body-ody-ody-ody-ody-ody-ody-ody
Ody-ody-ody-ody-ody-ody-ody (Hey, hey, hey, ah)

Ody-ody-ody-ody
Mwah "
55,Willow,Taylor Swift,"
I'm like the water when your ship rolled in that night
Rough on the surface, but you cut through like a knife
And if it was an open-shut case
I never would've known from that look on your face
Lost in your current like a priceless wine

The more that you say, the less I know
Wherever you stray, I follow
I'm begging for you to take my hand
Wreck my plans, that's my man

Life was a willow and it bent right to your wind
Head on the pillow, I could feel you sneakin' in
As if you were a mythical thing
Like you were a trophy or a champion ring
And there was one prize I'd cheat to win

The more that you say, the less I know
Wherever you stray, I follow
I'm begging for you to take my hand
Wreck my plans, that's my man
You know that my train could take you home
Anywhere else is hollow
I'm begging for you to take my hand
Wreck my plans, that's my man

Life was a willow and it bent right to your wind
They count me out time and time again
Life was a willow and it bent right to your wind
But I come back stronger than a '90s trend

Wait for the signal, and I'll meet you after dark
Show me the places where the others gave you scars
Now this is an open-shut case
I guess I should've known from the look on your face
Every bait-and-switch was a work of art

The more that you say, the less I know
Wherever you stray, I follow
I'm begging for you to take my hand
Wreck my plans, that's my man
You know that my train could take you home
Anywhere else is hollow
I'm begging for you to take my hand
Wreck my plans, that's my man
The more that you say, the less I know
Wherever you stray, I follow
I'm begging for you to take my hand
Wreck my plans, that's my man
You know that my train could take you home
Anywhere else is hollow
I'm begging for you to take my hand
Wreck my plans, that's my man
Hey, that's my man
That's my man
Yeah, that's my man
Every bait-and-switch was a work of art
That's my man
Hey, that's my man
I'm begging for you to take my hand
Wreck my plans, that's my man "
56,Bang!,AJR," 
I get up, I get down
And I'm jumpin' around
And the rumpus and ruckus are comfortable now
Been a hell of a ride
But I'm thinking it's time to grow
Bang! Bang! Bang!
So I got an apartment across from the park
Put quinoa in my fridge
Still, I'm not feeling grown
Been a hell of a ride
But I'm thinking it's time to go
Bang! Bang! Bang! (Here we go!)

So put your best face on everybody
Pretend you know this song everybody
Come hang (Come hang)
Let's go out with a bang!
Bang! Bang! Bang!
I'm way too young to lie here forever
I'm way too old to try so whatever
Come hang
Let's go out with a bang
Bang! Bang! Bang!

Feel like I'm gonna puke
'Cause my taxes are due
Do my password begin with a one or a two?
Been a hell of a ride
But I'm thinking it's time to grow
Bang! Bang! Bang! (Metronome!)
Man, I'm up to somethin' (Up to somethin')
Oo-dee-la-dee-doe
Thank you all for comin' (All for comin')
I hope you like the show
'Cause it's on a budget (On a budget)
So ooh-dee-la-dee-doe
Yeah, come on here we go
Yeah, come on (Here we go!)

So put your best face on everybody
Pretend you know this song everybody
Come hang
Let's go out with a bang
Bang! Bang! Bang!
I'm way too young to lie here forever
I'm way too old to try, so whatever
Come hang (Come hang)
Let's go out with a bang
Bang! Bang! Bang! (Bang, bang-bang-bang-bang)
Bang! Bang! Bang! (Bang, bang-bang-bang-bang, bang)
Been a hell of a ride
But I'm thinking it's time to go
So put your best face on everybody
Pretend you know this song everybody
Come hang
Let's go out with a bang!
Bang! Bang! Bang! (Here we go!)

So put your best face on everybody
Pretend you know this song everybody
Come hang
Let's go out with a bang!
I'm way too young to lie here forever
I'm way too old to try so whatever
Come hang (Come hang)
Let's go out with a bang!
Bang! Bang! Bang!
(Here we go!)
Bang! Bang! "
57,Better Together,Luke Combs," 
A 40 HP Johnson on a flat bottom metal boat
Coke cans and BB guns, barbed wire and old fence posts
8-point bucks in autumn and freshly cut cornfields
One arm out the window and one hand on the wheel

Some things just go better together and probably always will
Like a cup of coffee and a sunrise, Sunday drives and time to kill
What's the point of this ol' guitar if it ain't got no strings?
Or pourin' your heart into a song that you ain't gonna sing?
It's a match made up in heaven, like good ol' boys and beer
And me, as long as you're right here

Your license in my wallet when we go out downtown
Your lipstick's stained every coffee cup that I got in this house
The way you say, ""I love you, too"" is like rain on an old tin roof
And your hand fits right into mine like a needle in a groove

Some things just go better together and probably always will
Like a cup of coffee and a sunrise, Sunday drives and time to kill
What's the point of this ol' guitar if it ain't got no strings?
Or pourin' your heart into a song that you ain't gonna sing?
It's a match made up in heaven, like good ol' boys and beer
And me, as long as you're right here

Sometimes we're oil and water
But I wouldn't have it any other way
And if I'm being honest
Your first and my last name

Would just sound better together and probably always will
Like a cup of coffee and a sunrise, Sunday drives and time to kill
What's the point of this ol' guitar if it ain't got no strings?
Or pourin' your heart into a song that you ain't gonna sing?
It's a match made up in heaven, like good ol' boys and beer
And me, as long as you're right here
And me, as long as you're right here "
58,You're Mines Still,Yung Bleu,"
So you wanna be riding around with your new bitch
That's real cute
Don't have me drag you and her out that motherfuckin' car
Key your shit
Ha! I wish I would see you in that Bentley
So I could flat all four of your motherfuckin' tires
And you know what? I just got tickets to the Lakers game anyway
Nigga, you could never

If I ever made you angry, girl
Just know that it get better with time (Time)
They say time heals
She can't see her life without me, she's so blind still
Fuck that nigga, you can tell him that you're mines still

And she don't wanna go to sleep, she angry
Lately, she's been noticing hе ain't me

I wish that we can change placеs
Don't want no new, new faces
She got my heartbeat racing
They say time heals
Don't go build no life without me 'cause you're mines still
Oh, and I don't wanna go unless you make me
Lately I've been gone, I'm feeling crazy

Yeah, I'm from the bricks, we gotta whole lot of bricks
You gotta whole lotta tricks and I wanna see what you do with them
I just saw you in Miami, girl, what you doing here?
I hope you with your girlfriends
I ain't pay attention to your heart, I played ya
Now she fell in love with an NBA player
Had her on the stage, now she ballin at the stadium
Matter fact I hope you stay with him
'Cause I don't wanna go unless you take me
I know you feel the pain

And she don't wanna go to sleep, she angry
Lately, she's been noticing he ain't me

I wish that we can change places
Don't want no new, new faces
She got my heartbeat racing
They say time heals
Don't go build no life without me 'cause you're mine still
And I don't wanna go unless you make me
Down on my knees hoping you take me

Better tell that nigga you mine
Heard you've been trying to tie the knot, girl, tell me you lyin'
Let me beat that pussy up one more time
Let me beat that pussy up one more time
I know that you fiend for this
I know that you did not forget
So don't go to sleep
And she don't wanna go to sleep, she angry
Lately, she been noticing he ain't me
(Oh, he ain't me)

I wish that we can change places
Don't want no new, new faces
She got my heartbeat racing (Hey, yeah)
They say time heals (They say)
Don't go build no life without me 'cause you're mines still
Oh, and I don't wanna go unless you make me
Lately, I've been gone, I'm feeling crazy "
59,Every Chance I Get,DJ Khaled ,"
(Tay Keith, this too hard)
We The Best Music
(Tay Keith, fuck these niggas up)
Another one
DJ Khaled

Scratched a million off my checklist three years ago
Add two zeros to the one, I'm in a different mode
This my life, do what I want, I be with different hoes
You know the pick and roll, I picked her up and sent her home
I got rich off strong, we get ’em in and get 'em gone
You know Trappy just got out, I ain't have to put him on
We the ones who got the numbers, who put the city on
It’s the middle of the summer, I got a hoodie on
My demon time ain't nothin' nice
I try not to wear nothin' twice
I came up off of shootin' dice, yeah
My lil' brother ain't livin' right
My sis’ and ’em doin' aight
My cuz and ’em still servin' life, yeah
Seen a robber rob a deacon
I seen a preacher get caught for cheatin'
I'll break the bank for one of my people
I said, ""I’m the one,"" they didn't believe me
I show 'em the facts, now they all need me
I'ma get cake as long as I'm breathin'
They makin' it hard, this shit really easy, yeah (Yeah, yeah, yeah, yeah, yeah)

I'ma turn up on a hater every chance that I get
I want the biggest watch that they got, don't care if that shit hurt my wrist
All these hoes fuck on us all, I wish I would claim that bitch
They get hard when they get guns, we got a hood full of sticks
Soon as they say we can't come, you know we'll run 'round that bitch
You can miss me with that shit, you know I live in the mix (Money, cars and clothes and hoes)
You know I live in the mix (Money, cars and clothes and hoes)

Yeah, she think I'm a regular rapper, I'm not
One person come tell me we fuckin', you blocked
Watch me run this shit to the tippity-top, yeah (Keep goin')
Put my kids in Givenchy
She must think one plus one is three
I can't support your personal needs
She don't got a mortgage, moved in with her niece
These niggas be cappin', them cars be leased
Youngest in charge, I speak for the streets
I was nodding off, they woke up a beast
Struggle what made me, we used to have water for dinner, we didn't have nothin' to eat
Soon as I get on his ass, they gon' look at me better, like, ""Damn, he was fuckin' with me,"" yeah (Yeah, yeah, yeah, yeah, yeah)

I'ma turn up on a hater every chance that I get
I want the biggest watch that they got, don't care if that shit hurt my wrist
All these hoes fuck on us all, I wish I would claim that bitch
They get hard when they get guns, we got a hood full of sticks
Soon as they say we can't come, you know we'll run 'round that bitch
You can miss me with that shit, you know I live in the mix (Money, cars and clothes and hoes)
You know I live in the mix (Money, cars and clothes and hoes)
I'm from the trenches
Niggas be tough on the 'net, but really be there for attention
Well, bitches be talkin' like they really rich, but really be beggin' me under my pictures
I'll give her forty, fifty thousand cash to start up a business
I'll spend that shit at the dentist
I'd rather fuck her and pay up her rent for a year just to get out of her feelings
I'm in the Lambo' truck in my hood, nobody gon' tell me shit
Goin' to Cali, I pick up my weed for sure, nobody gon' mail me shit
Dice game, Craps and Cee-Lo, I need cash, don't sell me shit
Baby got his hood on smash, yeah, you can tell they really rich
Drop the lo', ain't no room right now, I took her to the O
Then I pulled up on the Lam' 'cause she a fan of Boonie Moe
I got the city on lock, uh, fuckin' up all the opps
I be around with three million dollars in jewelry, I'm standin' on all the blocks
This the anthem, mmm-hmm
Droppin' the six in the Fanta, mmm
Black Rolls truck with the all-white seats, remind me of sittin' on panda, mmm
I love my cousin, she was a dancer
I love my brother, he was a scammer
Sittin' on my lap 'cause I'm pullin' her tracks and I fuck from the back 'cause she callin' me handsome (Yeah, yeah, yeah, yeah, yeah)

I'ma turn up on a hater every chance that I get
I want the biggest watch that they got, don't care if that shit hurt my wrist
All these hoes fuck on us all, I wish I would claim that bitch
They get hard when they get guns, we got a hood full of sticks
Soon as they say we can't come, you know we'll run 'round that bitch
You can miss me with that shit, you know I live in the mix (Money, cars and clothes and hoes)
You know I live in the mix (Money, cars and clothes and hoes)
We The Best Music
Another one "
60,Essence,Wizkid ," 
Oh-na-na, omo je ka shi ge ge, woah
Oh-na-na, omo ge wa j'ogede
Oh-na-na, girl, I no go let you go
Oh-na-na, omo je ka shi ge ge, woah

Say I wanna leave you in the mornin', but I need you now, yeah, yeah
I find you, I give you all you're needing, I know you what you like
I feel it comin', time is of the essence
I tried to teach you, but I need some lessons
I need to give it all, I tried to leave, but I can't
I don't know why you're the one, turn me out of my mind

You don't need no other body
You don't need no other body
Only you fi hold my body
Only you fi hold my body
You don't need no other body

Say na me dey mess up your mind
And na me dey make you free up your mind
Say your body talk to me nice
Say na my love, you dey need for your life
Yeah our love no be lie
See yeah we dey together yeah day and night
Yeah if I leave you go kpai
Yeah if you leave I go kpai (Oh, oh woah)
I'm stroking your body, baby, loving your body, baby
As you're whinin' your body, baby, so crazy
Lovin' your body, baby, gyal iwo ni temi
I just wanna let you know, oh, woah, hope every day that I dey by you

You don't need no other body
You don't need no other body
Only you fi hold my body
Only you fi hold my body
You don't need no other body

Baby, baby, everybody used to say
No one loves you like this, no one wants you the same way
Love 'til the mornin', my head wan' to turn from your lovin'
I just wanna get you beside me (Woah, woah, woah, woah)
Gave you all you need, gave you all you need
Gave you all, you give me all you need, give you all you need, gave you all
Make ah give you all you need, every touch you need, give you all
Make ah give you all you need, baby, yeah-yeah, yeah-yeah

You don't need no other body
You don't need no other body (Woah, woah, woah)
Only you fi hold my body
Only you fi hold my body (Yeah-yeah, yeah-yeah)
You don't need no other body

Baby girl, I want you there, girl I want you there
Promise to treat your love fair, woah-woah, woah-woah
When we touch, how we connect, woah-woah, woah-woah
Said this love, have no regret, woah-woah, yeah-yeah "
61,Chasing After You,Ryan Hurd & Maren Morris," 
You come over when your wine's all gone
Always catch me when I'm not that strong
Then you wind up staying all night long
Ain't nothin' new
Then I wake up with you on my chest
You got a way of making me forget
Girl, with you the answer's always yes
Every time you call

But I know, yeah I know it's a matter of time
'Till you walk, 'till you walk back out of my life
Leave me standing here lonely feeling like a fool
Every time, every time you say we're done
You come back to the love you werе running from
Don't know why, don't know why I let you but I do
Guess I love chasing aftеr you

Listen
Wish I could quit you but it feels too good
If I could turn it off, you know I would
But somethin' 'bout you makes me think we could
Make it after all

But I know, yeah I know it's a matter of time
'Till you walk, 'till you walk back out of my life
Leave me standing here lonely feeling like a fool
Every time, every time you say we're done
You come back to the love you were running from
Don't know why, don't know why I let you but I do
Guess I love chasing after you

You come over when your wine's all gone
Always catch me when I'm not that strong
Then you wind up staying all night long
Ain't nothin' new

But I know, yeah I know it's a matter of time
'Till you walk, 'till you walk back out of my life
Leave me standing here lonely feeling like a fool
Yeah, every time, every time you say we're done
You come back to the love you were running from
Don't know why, don't know why I let you but I do
Guess I love chasing after you
I love chasing after you "
62,The Good Ones,Gabby Barrett," 
He's a phone call to his parents
He's a Bible by the bed
He's the T-shirt that I'm wearing
He's the song stuck in my head
He's solid and he's steady
Like the Allegheny runs
He knows just where he's going
And he's proud of where he's from

One of the good ones
He's one of the good ones

A love me like he should one
Like he wrote the book one
The kind you find when you don't even look one
Anybody can be good once
But he's good all the time
He's one of the good ones
And he's all mine
He's one of the good ones

You'll know him when you see him
By the way he looks at me
You'd say he hung the moon
I'd say he hung the galaxy
Nobody does it better
Oh, the way he pulls me in
I've known a couple bad ones
But they all led me to him

He's one of the good ones

A love me like he should one
Like he wrote the book one
The kind you find when you don't even look one
Anybody can be good once
But he's good all the time
He's one of the good ones
And he's all mine
He's one of the good ones

We should all find us one
They're out there, minus one
Some of the good ones
Yeah, I got a good one

A love me like he should one
Like he wrote the book one
The kind you find when you don't even look
Anybody can be good once
But he's good all the time
He's one of the good ones
And he's all mine
He's one of the good ones
And he's all mine "
63,Leave Before You Love Me,Marshmello & Jonas Brothers," 
I see you calling
I didn't wanna leave you like that
It's five in the morning, yeah, yeah
A hundred on the dash
'Cause my wheels are rolling
Ain't taking my foot off the gas
And it only took the one night
To see the end of the line
Staring deep in your eyes, eyes

Dancing on the edge, 'bout to take it too far
It's messing with my head, how I mess with your heart
If you wake up in your bed, alone in the dark
I'm sorry, gotta leave before you love me

Ayy, ayy, leave before you love me
Ayy, ayy, leave before you love me
Ayy, ayy, leave before you love me
Ayy, ayy, leave before you love me

I'm so good at knowing
Of when to leave the party behind
Don't care if they notice, yeah, yeah, no
I'll just catch a ride, I'd rather be lonely, yeah
Than wrapped around your body too tight
Yeah, I'm the type to get naked
Won't give my heart up for breaking
'Cause I'm too gone to be staying, staying (Dancing on)

Dancing on the edge, 'bout to take it too far
It's messing with my head, how I mess with your heart
If you wake up in your bed, alone in the dark
I'm sorry, gotta leave before you love me

Ayy, ayy, leave before you love me
Ayy, ayy, leave before you love me
Ayy, ayy, leave before you love me
Ayy, ayy, leave before you love me

Dancing on the edge, take it too far
Messing with my head, how I mess with your heart
I'm sorry, alone in the dark
I'm sorry, ayy, ayy, leave before you love me "
64,Glad You Exist,Dan + Shay," 
Here's to all the late-night drunk phone calls that you picked up
Here's to all the bad decisions that you didn't judge
All the love you's and the hate you's and the secrets that you told me
Here's to everyone but mostly us

There's a couple billion people in the world
And a million other places we could be, but you're here with me
Take a moment just to take it in
'Cause еvery high and every low lеd to this
I'm just so glad you exist
Ooh, ooh-ooh, ooh-ooh, ooh, ooh-ooh, ooh-ooh, ooh, ooh
Ooh, ooh-ooh, ooh-ooh, ooh, ooh-ooh, ooh-ooh, ooh, ooh

Hey look what a hello from a stranger turned into
Caught up in a moment like it's just us in this room
All the right words at the right time
And you know 'em 'cause you know me better than anyone else
We don't need anyone else

There's a couple billion people in the world (Yeah-yeah-yeah)
And a million other places we could be, but you're here with me (Yeah-yeah-yeah)
Take a moment just to take it in
'Cause every high and every low led to this
I'm just so glad you exist
Ooh, ooh-ooh, ooh-ooh, ooh, ooh-ooh, ooh-ooh, ooh, ooh
Ooh, ooh-ooh, ooh-ooh, ooh, ooh-ooh, ooh-ooh, ooh, ooh

Don't you ever go, don't you ever go, don't you ever go changing
Never let me go, never let me go, never let me go, baby
Don't you ever go, don't you ever go, don't you ever go changing
Never let me go, never ever let me go, never let me go, baby

There's a couple billion people in the world (In the world, yeah-yeah-yeah)
And a million other places we could be, but you're here with me (Yeah-yeah-yeah)
Take a moment just to take it in (Just to take it in, yeah-yeah-yeah)
'Cause every high and every low led to this
I'm just so glad you exist
Ooh, ooh-ooh, ooh-ooh, ooh, ooh-ooh, ooh-ooh, ooh, ooh
I'm glad you exist
Ooh, ooh-ooh, ooh-ooh, ooh, ooh-ooh, ooh-ooh, ooh, ooh "
65,Lonely,Justin Bieber & Benny Blanco," 
Everybody knows my name now
But somethin' 'bout it still feels strange
Like lookin' in a mirror, tryna steady yourself
And seein' somebody else
And everything is not the same now
It feels like all our lives have changed
Maybe when I'm older, it'll all calm down
But it's killin' me now

What if you had it all
But nobody to call?
Maybe then you'd know me
'Cause I've had everything
But no one's listening
And that's just fuckin' lonely

I'm so lo-o-o-onely
Lo-o-o-onely

Everybody knows my past now
Like my house was always made of glass
And maybe that's the price you pay
For the money and fame at an early age
And everybody saw me sick
And it felt like no one gave a shit
They criticized the things I did as an idiot kid

What if you had it all
But nobody to call?
Maybe then you'd know me
'Cause I've had everything
But no one's listening
And that's just fuckin' lonely

I'm so lo-o-o-onely
Lo-o-o-onely
I'm so lo-o-o-onely
Lo-o-o-onely "
66,Beggin',Maneskin," 
Put your lovin' hand out, baby
'Cause I'm beggin'

I'm beggin', beggin' you
So put your loving hand out, baby
I'm beggin', beggin' you
So put your loving hand out, darlin'

Riding high when I was king
I played it hard and fast, 'cause I had everything
I walked away, you won me then
But easy come and easy go and it would end

So anytime I bleed, you let me go
Yah, anytime I feed, you get me, no
Anytime I seek, you let me know
But I plant and seed, just let me go
I'm on my knees when I'm beggin'
'Cause I don't wanna lose you
Hey, yeah, ra-ta-ta-ta!

'Cause I'm beggin', beggin' you
Uh, put your loving hand out, baby
I'm beggin', beggin' you, ah
And put your loving hand out, darlin'

I need you to understand
Tried so hard to be your man
The kind of man you want in the end
Only then can I begin to live again

An empty shell, I used to be
The shadow of my life was hangin' over me
A broken man that I don't know
Won't even stand the devil's dance to win my soul

What we doin'? What we chasin'?
Why the bottom? Why the basement?
Why we got good shit, don't embrace it?
Why the feel for the need to replace me?
You're the wrong way track from the good
I want to paint a picture tellin' where we could be at
Like a heart in the best way should
You can give it away, you had it and you took the pay
But I keep walkin' on, keep openin' doors
Keep hopin' for, now the door is yours
Keep also home
'Cause I don't wanna live in a broken home, girl, I'm beggin'
Mmm, yeah, yeah, I'm beggin', beggin' you
So put your loving hand out, baby
I'm beggin', beggin' you
So put your loving hand out, darlin'

I'm fighting hard to hold my own
Just can't make it all alone
I'm holdin' on, I can't fall back
I'm just a calm, 'bout to fade to black

I'm beggin', beggin' you
Put your loving hand out, baby
I'm beggin', beggin' you
So put your loving hand out, darlin'
I'm beggin', beggin' you
So put your loving hand out, baby
I'm beggin', beggin' you
So put your loving hand out, darlin'

I'm beggin', beggin' you
So put your loving hand out, baby
I'm beggin', beggin' you
So put your loving hand out "
